entry_id,pidgin_text,english_gloss,sentiment,emotion_category,emotion_secondary,register,sarcasm_flag,prosody_match,annotator_notes,topic_domain,speaker_gender,intensity,source_type,date_added
WZ-T-0389,You sabi the work,"You know the work — sarcastic, person clearly does not",negative,sarcasm,suspicion,street,yes,matched,Sarcasm at incompetence — person has just made a clear mistake,work,neutral,2,original,2026-05-05
WZ-T-0390,Make sure you dey rest well,Make sure you rest well — sincere care,positive,neutral,,casual,no,matched,Genuine health advice from concerned person,health,neutral,1,original,2026-05-05
WZ-T-0391,You want teach me about health?,You want to teach me about health? — from someone visibly unhealthy,negative,forming,suspicion,street,yes,matched,Sarcasm at health advice from someone in worse health than you,health,neutral,2,original,2026-05-05
WZ-T-0392,You get patience oh,You have patience — genuine admiration,positive,pride,,casual,no,matched,Sincere admiration for someone's patience,social,neutral,1,original,2026-05-05
WZ-T-0393,You get patience oh,"You have patience — sarcastic, speaker is extremely impatient",negative,sarcasm,anger,street,yes,contradicts,Sarcasm said to someone who is obviously impatient and agitated,social,neutral,2,original,2026-05-05
WZ-T-0394,She sabi how to manage money,She knows how to manage money — sincere compliment,positive,market_energy,pride,casual,no,matched,Genuine praise of financial discipline,money,female,2,original,2026-05-05
WZ-T-0395,She sabi how to manage money oh,"She knows how to manage money — sarcastic, she just made a terrible financial decision",negative,sarcasm,shock,street,yes,matched,Sarcasm after witnessing financial irresponsibility,money,female,3,original,2026-05-05
WZ-T-0396,E no hard,"It is not hard — encouraging, task is manageable",positive,neutral,,casual,no,matched,Sincere encouragement that a task is not too difficult,work,neutral,1,original,2026-05-05
WZ-T-0397,E no hard,"It is not hard — sarcastic, task is clearly very difficult",negative,forming,hustle_fatigue,street,yes,matched,Deadpan sarcasm about extreme difficulty said with straight face,work,neutral,3,original,2026-05-05
WZ-T-0398,God don hear your prayer,God heard your prayer — sincere blessing,positive,prayer_gratitude,,casual,no,matched,Sincere prayer blessing for someone,faith,neutral,2,original,2026-05-05
WZ-T-0399,E be like say God dey answer your prayer oh,It seems like God is answering your prayer — sarcastic when things are going badly,negative,sarcasm,shock,street,yes,matched,Sarcasm when things are clearly not going well — ironic prayer comment,faith,neutral,2,original,2026-05-05
WZ-T-0400,You too quiet today oh,You are very quiet today — genuine concern,negative,suspicion,,casual,no,matched,Sincere concern about someone being unusually quiet,social,neutral,1,original,2026-05-05
WZ-T-0401,You too quiet today oh,"You are very quiet today — sarcastic, person has not stopped talking",negative,sarcasm,anger,street,yes,contradicts,Sarcasm at someone who has been talking nonstop — quiet is the last thing they are,social,neutral,3,original,2026-05-05
WZ-T-0402,You don make am,You have made it — sincere celebration of success,positive,celebration,pride,casual,no,matched,Genuine celebration of someone's breakthrough,work,female,3,original,2026-05-05
WZ-T-0403,You don make am,"You have made it — sarcastic, situation has gotten worse not better",negative,sarcasm,shock,street,yes,contradicts,"Peak sarcasm — things just got significantly worse, not better",work,female,3,original,2026-05-05
WZ-T-0404,I know say you go do the right thing,I knew you would do the right thing — sincere trust,positive,pride,prayer_gratitude,casual,no,matched,Sincere expression of faith in someone's character,relationship,neutral,2,original,2026-05-05
WZ-T-0405,I know say you go do the right thing,I knew you would do the right thing — sarcastic after betrayal,negative,betrayal,forming,street,yes,matched,Said after someone did exactly the wrong thing — bitter sarcasm,relationship,neutral,3,original,2026-05-05
WZ-T-0406,E easy,It is easy — sincere encouragement,positive,neutral,,casual,no,matched,Sincere reassurance that something is manageable,work,neutral,1,original,2026-05-05
WZ-T-0407,E easy na,"It is easy — sarcastic, task is clearly overwhelming",negative,sarcasm,hustle_fatigue,street,yes,matched,Sarcastic minimising of something genuinely difficult — na makes it cutting,work,neutral,3,original,2026-05-05
WZ-T-0408,Sorry oh,Sorry oh — genuine apology,neutral,neutral,,casual,no,matched,Sincere apology with emotional weight,relationship,female,2,original,2026-05-05
WZ-T-0409,Sorry oh,"Sorry oh — sarcastic, no real remorse at all",negative,sarcasm,anger,street,yes,contradicts,Hollow apology said with zero sincerity — tone makes it an insult,relationship,female,2,original,2026-05-05
WZ-T-0410,The price bo bad oh,The price is fair — genuine agreement,positive,market_energy,,casual,no,matched,Sincere acceptance of a reasonable price,money,neutral,1,original,2026-05-05
WZ-T-0411,The price good,"The price is fair — sarcastic, price is outrageously high",negative,sarcasm,market_energy,street,yes,contradicts,Sarcastic agreement with an absurd price — deadpan Lagos market register,money,neutral,3,original,2026-05-05
WZ-T-0412,Your life sweet oh,Your life is sweet — genuine compliment,positive,celebration,,casual,no,matched,Sincere admiration for someone's good life,social,neutral,2,original,2026-05-05
WZ-T-0413,Your life sweet oh,Your life is sweet — sarcastic at someone performing happiness online,negative,sarcasm,suspicion,street,yes,contradicts,Sarcasm at performative social media happiness — everyone knows the real story,social,neutral,2,original,2026-05-05
WZ-T-0414,You try oh,You really tried — sincere warm praise,positive,celebration,,casual,no,matched,Genuine warm praise — effort was real and appreciated,work,female,2,original,2026-05-05
WZ-T-0415,You try oh,You really tried — sarcastic complete failure,negative,sarcasm,hustle_fatigue,street,yes,contradicts,Cutting sarcasm at a failed effort — the too makes it sting more,work,female,2,original,2026-05-05
WZ-T-0416,She don comot,She has left — she actually left,negative,shock,betrayal,casual,no,matched,Shock at someone actually leaving — relationship or friendship ending unexpectedly,relationship,female,3,original,2026-05-10
WZ-T-0417,He block me,He blocked me,negative,shock,betrayal,casual,no,matched,Shock at being blocked — digital age Nigerian relationship ending,relationship,female,3,original,2026-05-10
WZ-T-0418,Them sack am today today,They fired him just like that today,negative,shock,hustle_fatigue,casual,no,matched,Sudden job loss shock — unexpected retrenchment,work,neutral,3,original,2026-05-10
WZ-T-0419,How e take happen like that?,How did it happen like that?,negative,shock,,casual,no,matched,Disbelief at sudden event — rhetorical shock question,life,neutral,2,original,2026-05-10
WZ-T-0420,I never see this kind thing before,I have never seen this kind of thing before,negative,shock,,casual,no,matched,Pure disbelief at something unprecedented,social,neutral,2,original,2026-05-10
WZ-T-0421,Wetin be this one?,What is this? — extreme disbelief,negative,shock,,street,no,matched,Sharp shock exclamation at something unexpected or outrageous,social,neutral,2,original,2026-05-10
WZ-T-0422,E fall down just like that,It/he just fell down like that,negative,shock,,casual,no,matched,"Shock at sudden collapse — person, deal, or situation",life,neutral,3,original,2026-05-10
WZ-T-0423,God! She don born twins,God! She gave birth to twins,positive,shock,celebration,casual,no,matched,Positive shock at twin birth news — joyful disbelief,health,female,3,original,2026-05-10
WZ-T-0424,Na so e just go like that?,He just went like that? — death or sudden departure,negative,shock,betrayal,casual,no,matched,Grief shock at sudden loss of a person — death or permanent departure,life,neutral,3,original,2026-05-10
WZ-T-0425,I no believe am until I see am,I didn't believe it until I saw it,negative,shock,,casual,no,matched,Disbelief requiring personal confirmation — shock at unlikely event,social,neutral,2,original,2026-05-10
WZ-T-0426,This thing shock me die,This thing shocked me badly,negative,shock,,street,no,matched,Intensified shock expression — die used as extreme intensifier,social,female,3,original,2026-05-10
WZ-T-0427,Ehn?! Na real?,What?! Is it real?,negative,shock,,casual,no,matched,Two-word shock response — disbelief needing confirmation,social,neutral,2,original,2026-05-10
WZ-T-0428,This thing too good to be true,This thing is too good to be true,negative,suspicion,,casual,no,matched,Classic suspicion of an offer that seems too perfect — Nigerian street wisdom,money,neutral,2,original,2026-05-10
WZ-T-0429,Wetin him really want?,What does he really want?,negative,suspicion,,casual,no,matched,Questioning hidden motive behind someone's helpfulness,relationship,female,2,original,2026-05-10
WZ-T-0430,Nobody do good for nothing for this Lagos,Nobody does good for nothing in Lagos — there is always a motive,negative,suspicion,,street,no,matched,Cynical Lagos wisdom — suspicion of generosity as strategy,social,neutral,2,original,2026-05-10
WZ-T-0431,Why him just dey call me now now?,Why is he suddenly calling me now?,negative,suspicion,,casual,no,matched,Suspicion at sudden contact after long silence — usually means they want something,relationship,female,2,original,2026-05-10
WZ-T-0432,Check am well well before you sign,Check it very carefully before you sign,negative,suspicion,,casual,no,matched,Warning to scrutinize a deal or contract — protective advice,work,neutral,2,original,2026-05-10
WZ-T-0433,I wan make people sabi my name,I want people to know my name,positive,craving,pride,street,no,matched,Craving for recognition and legacy — ambition register,motivation,female,3,original,2026-05-10
WZ-T-0434,I dey crave my own success story,I am craving my own success story,positive,craving,hustle_fatigue,casual,no,matched,Longing to have a breakthrough testimony of one's own,work,female,3,original,2026-05-10
WZ-T-0435,I just wan make God show himself,I just want God to show up for me,positive,craving,prayer_gratitude,casual,no,matched,Spiritual craving for divine intervention — intimate prayer register,faith,female,3,original,2026-05-10
WZ-T-0436,I wan make mama proud,I want to make my mother proud,positive,craving,pride,casual,no,matched,Craving parental pride — deeply Nigerian filial motivation,life,female,3,original,2026-05-10
WZ-T-0437,Add am join for me,Add it in for me — asking for a bonus item,neutral,market_energy,,casual,no,matched,Requesting a freebie or addition to a purchase — Lagos market negotiation move,money,neutral,1,original,2026-05-10
WZ-T-0438,I dey mind my business,I am minding my business,neutral,forming,,street,no,matched,Deliberate non-involvement — female boundary setting in social space,social,female,1,original,2026-05-10
WZ-T-0439,She think say e easy,She thinks it is easy,negative,contempt,anger,casual,no,matched,Dismissing someone who underestimates difficulty — female frustration,social,female,2,original,2026-05-10
WZ-T-0440,I no send her,I don't care about her,negative,contempt,,street,no,matched,Deliberate indifference to another woman — social detachment,social,female,2,original,2026-05-10
WZ-T-0441,Na her problem,It is her problem,negative,contempt,,casual,no,matched,Removing herself from someone else's issue — boundaries,social,female,1,original,2026-05-10
WZ-T-0442,She go learn,She will learn — eventually,negative,contempt,suspicion,street,no,matched,Predicting future consequences for someone who won't listen,social,female,2,original,2026-05-10
WZ-T-0443,My circle small but mighty,My circle is small but mighty,positive,pride,celebration,casual,no,matched,Female friendship quality over quantity — chosen family register,social,female,2,original,2026-05-10
WZ-T-0444,We don talk finish,We have finished talking — done with the conversation,neutral,forming,,street,no,matched,Closing a conversation with finality — female conflict exit,social,female,2,original,2026-05-10
WZ-T-0445,She dey form busy,She is pretending to be busy,negative,forming,,casual,no,matched,Calling out performed busyness — social observation,social,female,2,original,2026-05-10
WZ-T-0446,I dey save small small,I am saving little by little,positive,hustle_energy,pride,casual,no,matched,Disciplined saving under pressure — female financial resilience,money,female,2,original,2026-05-10
WZ-T-0447,My account dey breathe,My account is breathing — barely positive,positive,joy,,casual,no,matched,Financial relief — account just above zero but surviving,money,female,2,original,2026-05-10
WZ-T-0448,I don budget am already,I have already budgeted for it,neutral,neutral,,casual,no,matched,Financial planning statement — female money management register,money,female,1,original,2026-05-10
WZ-T-0449,I no dey spend wetin I no budget,I don't spend what I haven't budgeted,positive,pride,,casual,no,matched,Financial discipline statement — principled money management,money,female,2,original,2026-05-10
WZ-T-0450,Na investment no be spending,It is an investment not spending,positive,market_energy,pride,casual,no,matched,Reframing a purchase as investment — female financial self-justification,money,female,2,original,2026-05-10
WZ-T-0451,E pain me as i spend am,It hurt me to spend it,negative,hustle_fatigue,,casual,no,matched,Reluctant spending — pain of necessary expenditure,money,female,2,original,2026-05-10
WZ-T-0452,I don submit the proposal,I have submitted the proposal,positive,pride,,casual,no,matched,Milestone completion — relief and quiet pride,work,female,2,original,2026-05-10
WZ-T-0453,My work dey speak for im self,My work speaks for itself,positive,pride,,street,no,matched,Confidence in output quality — female professional pride,work,female,2,original,2026-05-10
WZ-T-0454,I no need anybody to validate me,I don't need anyone to validate me,positive,pride,forming,street,no,matched,Self-validation declaration — rejecting external approval dependency,work,female,3,original,2026-05-10
WZ-T-0455,They go see the result soon,They will see the result soon,positive,pride,hustle_fatigue,casual,no,matched,Patient confidence while working in obscurity,work,female,2,original,2026-05-10
WZ-T-0456,I dey build in silence,I am building in silence,positive,pride,hustle_fatigue,street,no,matched,Quiet ambition — not announcing until ready,work,female,2,original,2026-05-10
WZ-T-0457,E no been easy but I finish am,It was not easy but I finished it,positive,celebration,hustle_fatigue,casual,no,matched,Task completion after struggle — female perseverance payoff,work,female,3,original,2026-05-10
WZ-T-0458,I dey grateful for where I dey,I am grateful for where I am,positive,prayer_gratitude,,casual,no,matched,Contentment with current position — gratitude without comparison,life,female,2,original,2026-05-10
WZ-T-0459,I don choose myself,I have chosen myself,positive,pride,,casual,no,matched,Self-prioritisation declaration — female self-care boundary,life,female,3,original,2026-05-10
WZ-T-0460,Nobody go rush my process,Nobody will rush my process,positive,pride,forming,street,no,matched,Defending personal timeline against external pressure,life,female,2,original,2026-05-10
WZ-T-0461,I dey walk my own path,I am walking my own path,positive,pride,,casual,no,matched,Individual direction statement — not following crowd,life,female,2,original,2026-05-10
WZ-T-0462,This season go pass,This season will pass,positive,prayer_gratitude,hustle_fatigue,casual,no,matched,Faith-based endurance — seasons framing of difficulty,life,female,2,original,2026-05-10
WZ-T-0463,I don outgrow certain things,I have outgrown certain things,positive,pride,forming,casual,no,matched,Personal growth acknowledgement — quiet maturity,life,female,2,original,2026-05-10
WZ-T-0464,I go handle am my own way,I will handle it my own way,negative,pride,anger,street,no,matched,Asserting independence in conflict resolution — female self-reliance,conflict,female,2,original,2026-05-10
WZ-T-0465,You no want see me when i vex,You don't want to see my angry side,negative,anger,pride,street,no,matched,Warning before escalation — female controlled anger,conflict,female,2,original,2026-05-10
WZ-T-0466,I go leave am for God,I will leave it for God,neutral,prayer_gratitude,anger,casual,no,matched,Surrendering conflict to God — female faith response to injustice,conflict,female,2,original,2026-05-10
WZ-T-0467,I no dey fight for market,I don't fight in public — I have standards,neutral,forming,pride,street,no,matched,Refusing to lower herself to public conflict — dignity statement,conflict,female,2,original,2026-05-10
WZ-T-0468,E go make sense one day,It will make sense one day,positive,prayer_gratitude,hustle_fatigue,casual,no,matched,Faith that current struggle has future meaning,motivation,female,2,original,2026-05-10
WZ-T-0469,I dey go even if dem no clap for me,I am going even if nobody claps for me,positive,pride,hustle_fatigue,street,no,matched,Moving without validation — self-fuelled female ambition,motivation,female,3,original,2026-05-10
WZ-T-0470,My hustle no be for show,My hustle is not for show,positive,pride,,street,no,matched,Authentic effort over performative grind — female work ethic,motivation,female,2,original,2026-05-10
WZ-T-0471,How your people?,How is your family?,neutral,neutral,,casual,no,matched,Family welfare greeting — communal care register,greeting,female,1,original,2026-05-10
WZ-T-0472,How your people dey?,How is your family?,neutral,neutral,,casual,no,matched,Family welfare greeting — communal care register,greeting,female,1,original,2026-05-10
WZ-T-0473,E don do well?,Is everything okay now?,neutral,neutral,,casual,no,matched,Follow-up greeting checking on a previous situation,greeting,female,1,original,2026-05-10
WZ-T-0474,I dey feel lighter today,I am feeling lighter today,positive,joy,,casual,no,matched,"Emotional relief — burden lifted, feeling better than before",emotion,female,2,original,2026-05-10
WZ-T-0475,Something just shift for me,Something just shifted for me — internally,positive,joy,prayer_gratitude,casual,no,matched,Internal breakthrough — emotional or spiritual shift,emotion,female,2,original,2026-05-10
WZ-T-0476,I dey feel myself today,I am feeling myself today — confident,positive,pride,joy,casual,no,matched,Confidence and self-possession — good day energy,emotion,female,2,original,2026-05-10
WZ-T-0477,I no dey hide my joy,I am not hiding my joy,positive,joy,celebration,casual,no,matched,Unashamed happiness — refusing to dim own light,emotion,female,2,original,2026-05-10
WZ-T-0478,I allow myself feel am,I allowed myself to feel it,negative,hustle_fatigue,,casual,no,matched,Permitting emotional processing — female self-awareness register,emotion,female,2,original,2026-05-10
WZ-T-0479,This testimony no be small thing,This testimony is not a small thing,positive,prayer_gratitude,celebration,casual,no,matched,Weight of answered prayer — not taking blessing lightly,faith,female,3,original,2026-05-10
WZ-T-0480,God dey on time,God is always on time,positive,prayer_gratitude,,casual,no,matched,Affirming divine timing — common Nigerian faith expression,faith,female,2,original,2026-05-10
WZ-T-0481,I go look back laugh,I will look back and laugh at this season,positive,prayer_gratitude,hustle_fatigue,casual,no,matched,Future faith perspective on present difficulty — testimony framing,faith,female,2,original,2026-05-10
WZ-T-0482,I don leave am for God,I have put it in God's hands,neutral,prayer_gratitude,,casual,no,matched,Surrendering conflict to God — faith response to injustice,faith,neutral,2,original,2026-05-10
WZ-T-0483,you think say e easy?,You think it is easy?,negative,contempt,,casual,no,matched,"Contempt at someone dismissing difficulty — cold downward energy, not anger",life,neutral,2,original,2026-05-10
WZ-T-0484,na her problem be this,This is her problem — she is the issue.,negative,contempt,,casual,no,matched,"Cold contempt distancing from a female — speaker is not angry, just done",relationship,neutral,2,original,2026-05-10
WZ-T-0485,I dey ready to blow,I am ready to make it big,positive,hustle_energy,pride,street,no,matched,Fired-up energy of someone who feels their moment is coming — confident and activated,motivation,female,4,original,2026-05-17
WZ-T-0486,"This year na my year, nothing go stop me","This year is my year, nothing will stop me",positive,hustle_energy,pride,casual,no,matched,Declarative hustle energy — statement of intent and unstoppable momentum,motivation,neutral,5,original,2026-05-17
WZ-T-0487,"I dey build something big, just watch me","I am building something big, just watch me",positive,hustle_energy,pride,casual,no,matched,Confident hustle energy — building with excitement and anticipation of results,work,female,4,original,2026-05-17
WZ-T-0488,E dey sweet me to grind like this,I genuinely enjoy grinding like this,positive,hustle_energy,joy,casual,no,matched,"Rare positive relationship with hard work — enjoying the grind, not just enduring it",work,neutral,4,original,2026-05-17
WZ-T-0489,My hustle dey pay oh,My hard work is paying off,positive,hustle_energy,celebration,casual,no,matched,Hustle energy expressed as visible results — the grind is working and the person feels it,money,female,4,original,2026-05-17
WZ-T-0490,I no go sleep until I finish this work,I will not sleep until I finish this work,positive,hustle_energy,pride,casual,no,matched,Activated hustle mode — deliberate sacrifice of comfort for the work. Different from hustle_fatigue which is depleted.,work,neutral,4,original,2026-05-17
WZ-T-0491,Na this grind go make me great,This grind is what will make me great,positive,hustle_energy,pride,street,no,matched,Purposeful hustle energy — connecting current work to future greatness,motivation,neutral,5,original,2026-05-17
WZ-T-0492,"I get ginger today, nothing go slow me down","I have energy and motivation today, nothing will slow me down",positive,hustle_energy,joy,casual,no,matched,Ginger in Lagos Pidgin = motivation and energy. Daily hustle energy when everything feels aligned.,work,female,4,original,2026-05-17
WZ-T-0493,Poverty no go see me again,Poverty will never find me again,positive,hustle_energy,pride,street,no,matched,Defiant hustle energy — grind fuelled by memory of lack. Common declaration in Lagos grind culture.,money,neutral,5,original,2026-05-17
WZ-T-0494,"I wan make am before 30, I dey work for am","I want to be successful before 30, I am working toward it",positive,hustle_energy,craving,casual,no,matched,Time-pressured hustle energy — the 30 benchmark is a specific Nigerian youth cultural marker for success,motivation,female,4,original,2026-05-17
WZ-T-0495,E never easy but I no dey give up,It is not easy but I am not giving up,positive,hustle_energy,hustle_fatigue,casual,no,matched,Resilient hustle energy — acknowledges difficulty but maintains forward momentum. Secondary hustle_fatigue shows the cost.,work,neutral,4,original,2026-05-17
WZ-T-0496,"I dey on my grind, watch how e go turn out","I am grinding hard, watch how it will turn out",positive,hustle_energy,pride,street,no,matched,Confident grind energy — the outcome is anticipated with certainty. Watch me energy.,motivation,female,4,original,2026-05-17
WZ-T-0497,I no get time for this kind person,I have no time for this kind of person,negative,contempt,suspicion,casual,no,matched,Cold contempt — dismissal without anger. The person is beneath the speaker's engagement.,relationship,female,3,original,2026-05-17
WZ-T-0498,E no reach my level abeg,"He/she has not reached my level, please",negative,contempt,pride,street,no,matched,Contempt expressed as superiority — the other person is not worth direct engagement because they are on a lower level,social,neutral,3,original,2026-05-17
WZ-T-0499,Who be you sef?,Who are you even?,negative,contempt,anger,street,no,matched,Sharp contempt question — sef amplifies the dismissiveness. Questions the person's worth or authority.,conflict,neutral,4,original,2026-05-17
WZ-T-0500,I no send am at all at all,I do not care about him/her at all,negative,contempt,neutral,casual,no,matched,I no send = I do not care/regard. At all at all is Pidgin intensifier for absolute dismissal. Total contempt through indifference.,relationship,female,4,original,2026-05-17
